# Zu löschende Zutaten (Vorschlag der AI)
# Lösche Zeilen für Zutaten, die du BEHALTEN willst
# Format: pk|name|description

1923|Maismehl|Bauckhof Bio Maismehl 500g - Bauckhof - Maismehl - DINKEL- ROGGEN- SPEZIALMEHL
691|Geflügelwurst Chorizo|Wiesenhof Bruzzler Chorrizo 350g - Wiesenhof Geflügelwurst - Bruzzzler Chorrrizo - ROH-/DAUERWURS-GEFL.-SB-KUEHLBED
587|Schokoriegel Kokos|CROSSBAR Cocos MP - NEOH - Coconut Crunch - SCHOKORIEGEL, MULTIS
600|Schokoriegel Himbeere|Crossbar Raspberry MP - NEOH - Neoh - SCHOKORIEGEL, MULTIS
720|Pizza Funghi (TK)|Lycka Bio Pizza Typ Funghi vegan 300g - Lycka - Lycka Funghi Pizza - TK-PIZZA 1ER/FLAMMKUCHEN/QUICHE
721|Pelmeni (TK)|Dovgan Pelmeni mit Schwein und Rind - Meteliza - Pelmeni - TK-FERTIGGERICHTE BEUTEL
714|Pizza Margherita (TK)|Dr. Oetker La Mia Grande Margherita 360g - Dr. Oetker - Pizza Mia Grande Margherita - TK-PIZZA GROSS
715|Pizza Speciale (TK)|La Mia Grande Speciale 410g - Dr. Oetker - Pizza La mia Grande Speciale - TK-PIZZA GROSS
75169|Reiswaffeln Honig Bio|REWE Bio Reiswaffeln mit Honig 3x32g - REWE Bio - Reiswaffeln Honig - BIO KNÄCKE/ZWIEB./REIS-/MAISWAFF
758|Caciotta Trüffel|Trevalli Caciotta mit Trüffel 180g - Trevalli - Caciotta mit Trüffeln - PRE PACK SCHNITTKAESE BED
769|Müsli Kinder|Seitenbacher Extra für Kinder 400g - Seitenbacher - Müsli Extra für Kinder - MISCHMÜSLI
761|Edelnussmischung|Farmers Snack Edelnuss Mischung 150g - Farmer's Snack - Edelnuss mit macadamia - KERNE/NÜSSE (IND. VERP.)
786|Erdbeer-Fruchtaufstrich|Fiordifrutta Erdebeer Fruchtaufstrich 250g - Fiordifrutta - Erdbeere & Wald-Erdbeere 8001505007176 Bio-Fruchtaufstrich - BIO BROTAUFSTR./HONIG/FERTIGSAUC
809|Pizza Spinat (TK)|La mia Grande Spinaci 450g - Dr.Oetker - La Mia Grande Spinaci - TK-PIZZA GROSS
943|Asia-Bowl|REWE to go Bowl asiatisch 275g - Rewe to go - Bowl - Asia style bowl-reis edamame hähnchen - SOFORTV. FENKOSTSALAT CON.GEK.
831|Trinkjoghurt Kokosnuss|Danone Actimel Kokosnuss 8x100ml - Danone - Danone Actimel® Kokosnuss 8 x 100g = 800g - TRINKJOGHURT EIN- U. MEHRWEG
8515|Weichkäse Haselnuss|TOMME HASELNUSS - PP SCHWYZER - Tomme de la Venoge Geröstete Haselnüsse - PRE PACK WEICHKAESE BED
538|Kaffeekapseln Espresso|Nescafé Dolce Gusto Espresso 16 Kapseln - NESCAFE - Nestcafé Dolce Gusto espresso - Germahlener Röstkaffee. Unter Schutzatmosphäre - KAPSEL DOLCE GUSTO
838|Gyoza vegetarisch (TK)|GYOZA VEGETARIAN MANDU - ALLGROO - Vegetable Gun Mandu - TK-FERTIGGERICHTE SCHALEN
856|Erdbeeren in weißer Schokolade|Meienburg Schoko Erdbeeren weiss 150g - Meienburg - Schoko Erdbeeren Weiss - TROCKENOBST (IND. VERP.)
864|Blinys Hähnchen (TK)|BLINYS HAEHNCHEN - DOVGAN - Blinys - TK-FERTIGGERICHTE BEUTEL
866|Parmigiano Reggiano Bio|REWE Bio Parmigiano Reggiano 150g - REWE Bio - Parmigiano Reggiano Parmesan 32 %, 24 Monate gereift (Bio) - Parmesankäse
3179|Grüne Oliven mit Trüffelpaste|GOURM.OLIVEN GR.TRUEFF - LA EXPLANADA - Oliven mit Trüffelpaste gefüllt - OLIVEN / KAPERN
5429|Seitan-Aufschnitt Spicy Beans vegan|Grüngold Seitan Aufschnitt Spicy Beans vegan 100g - GrünGold Seitan Spicy Beans Aufschnitt - Seitan Aufschnitt Spicy Beans - vegane Produkte Sonstige gek.SB
7910|Mini-Elisenlebkuchen|Haeberlein-Metzger Feinste Nürnberger Lebkuchen Mischung Mini-Elisen 200g - Haeberlein Metzger - Mini-Elisenlebkuchen - LEBKUCHEN
895|Knuspermüsli Schoko-Nuss|Dr. Oetker Vitalis Roasted Müsli Schoko-Nuss 450g - Dr. Oetker - Dr. Oetker Vitalis Roasted Müsli Schoko nuss (6,64 Eur / 1 Kg) - KNUSPER MÜSLI
1633|Guacamole|BIO GUACAMOLE - DELI GENUSS - Guacamole - Feinkost Tapas SB
1625|Schokoladentorte (TK)|Almondy Choco Delish 450g - Almondy - Chico delish - TK-TORTEN/KUCHEN
942|Pangasiusfilet (TK)|REWE Beste Wahl Pangasiusfilets Praktisch Grätenfrei 475g - REWE Beste Wahl - Pangasiusfilets - TK-NATURFISCH/MARINIERTER FISCH
6183|Joghurt-Drink Erdbeere|ja! Joghurt-Drink Erdbeere 500g - Ja! - Joghurt Drink - TRINKJOGHURT EIN- U. MEHRWEG
1337|Dunkle Vollmilchschokolade|Tony's Chocolonely Vollmilchschokolade Brezel Toffee 180g - Tony's Chocolonely - Dunkle vollmilch - SCHOKOLADE UEBER 100 G
996|Haselnuss-Kipferl|Wicklein Haselnuss-Kipferl 130g - Wicklein - Nürnberger Haselnuss-Kipferl - WEIHNACHTL. GEBÄCK-SPEZIALITÄTEN
5938|Sahnepudding Dunkle Schokolade|Landliebe Sahnepudding Dunkle Schokolade 150g - LANDLIEBE - Landliebe Sahne Pudding Dunkle Schokolade - PUDDING/MILCHREIS
11903|Spaghetti mit Tomatensauce (Fertigpackung)|Mirácoli Spaghetti mit Tomatensauce 5 Portionen 616g - MIRACOLI - Miracoli Spaghetti Mit Tomatensauce, 634 G - FERTIGGERICHTE TROCKEN TEIGWAR
5763|Fix Paprika-Rahm-Geschnetzeltes|Maggi Fix & frisch Paprika-Rahm Geschnetzeltes 43g - MAGGI - Paprika-Rahm Geschnetzeltes - FIXE PULVER / TROCKEN
5361|Linsen-Reis mit Gemüse (Express)|Reis-fit Linsen mit Reis & Gemüse 250g - Reis Fit - Feelgood - Linsen mit Reis & Gemüse - REIS-SPEZIALITAETEN
1047|Schokolade Triolade|Milka Tafel Triolade 280g - MILKA - Triolade - SCHOKOLADE UEBER 100 G
1884|Salamistick|BiFi Roll 3x45g - BiFi - Bifi  Roll - ROH/DAUERWURST SB NICHT KUEHLB
1073|Vitello Tonnato|Rewe Feine Welt Vitello Tonnato 150g - REWE Feine Welt - Vitello Tonnato - FLEISCH CONV. - SCHNELLE BEDIE
2062|Kaviar aus Heringsrogen|Stührk MSC Deutscher Caviar 100g - Stührk - Deutscher Caviar aus Heringsrogen - FISCHFEINKOST - SB -
2292|Weiße Schokolade Karamell-Meersalz|Mychoco Weisse Karam.-Meersalz 180g - myChoco - Weiße Karamell-Meersalz - SCHOKOLADE UEBER 100 G
1152|Pinsa Spinat-Tomate vegan (TK)|Dr. Oetker La Mia Pinsa Spinat Tomaten-Mix & veganer Pizzaschmelz 320g - Dr. Oetker - La Mia Pinsa Spinat, Tomaten-Mix & veganer Pizzaschmelz - TK-PIZZA 1ER/FLAMMKUCHEN/QUICHE
1137|Marzipan-Mandel-Torte (TK)|Coppenrath & Wiese Torten-Träume Marzipan-Mandel 600g - Conditorei Coppenrath & Wiese - Torten Träume Marzipan Mandel - TK-TORTEN/KUCHEN
479|Lachsfilet (TK)|ja! Lachsfilet 250g, 2 Stück - Ja! - Lachsfilets - TK-NATURFISCH/MARINIERTER FISCH
1160|Pizza Schinken-Champignon (TK)|Dr. Oetker Die Ofenfrische Schinken Champignons 405g - Dr. Oetker - Pizza Die Ofenfrische, Schinken Champignon - TK-PIZZA 1ER/FLAMMKUCHEN/QUICHE
546|Lachsstremel|Deutsche See Lachsstremel Natur 120g - Seefisch - Lachsstremel - RÄUCHERFISCH PRE PACK
1163|Pizza Tradizionale (TK)|Dr. Oetker Pizza Tradizionale Mozzarella e Pesto 385g - Dr. Oetker - Pizza Traditionale - TK-PIZZA 1ER/FLAMMKUCHEN/QUICHE
1164|Pizza Kebab vegan (TK)|Dr. Oetker Die Ofenfrische Kebab Style vegan 425g - Dr. Oetker - Pizza Kebab Style Vegan - TK-PIZZA 1ER/FLAMMKUCHEN/QUICHE
440|Backfisch (TK)|Iglo Filegro Traditioneller Ofen-Backfisch 480g - IGLO - Filegro Ofen-Backfisch 2 Stück - TK-FISCH FERTIGGERICHTE
700|Räuchergarnelen|Deutsche See Rauchgarnele ASC 120g - Seefisch - Räucher - Garnele - RÄUCHERFISCH PRE PACK
1192|Schokolade Mandeln|Lindt Les Grandes Schokolade weiß 150g - LINDT - Les grandes 32% amandes - SCHOKOLADE UEBER 100 G
414|Hähnchenstücke Yakitori (TK)|HUEHN.SP.INDON.ART - DIAMOND - Yakitori Chicken - TK-HAEHNCHENTEILE/CONVENIENCE
543|Knuspermüsli Protein Erdbeere|Krunchy Pl.Protein,bio - BARNHOUSE - Krunchy Protein Plus Erdbeere Vanille - Knusper Müsli
3553|Tiramisù (Dessert)|Bontà Divina Tiramisù 2x90g - Bontà Divina - Tiramisù - DESSERTS (MOUSSE/CREME/TIRAMISU)
1270|Pizza Spinat-Ricotta (TK)|Gustavo Gusto Pizza Spinaci Ricotta 480g - Gustavo Gusto - Spinaci e Ricotta 4260414150500 - TK-PIZZA GROSS
1287|Nüsse orientalisch gewürzt|SNACK NUESSE ORIENTAL - Maryland - Snack Nüsse Oriental Style - KERNE/NÜSSE (IND. VERP.)
1294|Schokoladenmischung Mini|HANUTA MINIS - FERRERO - Hanuta minis - SPEZIALI./KANDIERTE SCHOKO/PUF
1311|Mini-Pizza Speciale (TK)|Wagner Piccolinis Speciale 9x30g - WAGNER - Piccolinis - TK-PIZZA 1ER/FLAMMKUCHEN/QUICHE
1325|Sweet & Sour Chicken (Fertiggericht)|Youcook Chinese Style Sweet & Sour 440g - YOUCOOK - Chinese style sweet sour - KOMPLETTMENÜ ASIATISCH GEK.-SB
1344|Snackbällchen Mango-Curry|Kato Bio Mango-Curry Snackballs 200g - KATO - Mango Curry Snack Balls - VEGETARISCHE FEINKOST - SB
1290|Ravioli 4 Käsesorten|Giovanni Rana Rotelloni 4 Formaggi 250g - RANA - Ravioli 4 Käsesorten - FRISCHNUDELN - SB -
1355|Schokolade Popcorn|HELLO  S S Popcorn - LINDT - Hello vegan sweet and salty popcorn - SCHOKOLADE BIS 100 G
1418|Pizza Pollo (TK)|Dr. Oetker Ristorante Pollo 355g - Dr. Oetker - Ristorante pizza pollo - TK-PIZZA 1ER/FLAMMKUCHEN/QUICHE
1421|Backdeko Salted Caramel|Dr. Oetker Salted Caramel Fudge 100g - Dr. Oetker - Genuss Werkstatt Salted Caramel Fudge - BACKDEKOR
1452|Rostbratwürste mit Kartoffelpüree|REWE Beste Wahl Rostbratwürste mit Sauerkraut 400g - REWE Beste Wahl - Rostbratwürste mit Kartoffelpüree & Sauerkaraut - KOMPLETTMENÜ TRADTION.GEK.-SB
1455|Pizza Amsterdam Style (TK)|Original Wagner Big City Pizza Amsterdam 410g - WAGNER - BIG CITY Pizza: Inspired by Amsterdam - TK-PIZZA 1ER/FLAMMKUCHEN/QUICHE
1458|Nüsse BBQ|Maryland Snack Nüsse BBQ 275g - Maryland - Snack Nüsse BBQ - ERDNÜSSE, SONST. KERNE
1588|Schokolade Milch-Mandel|SUPR. MILK CR. ALMOND - Frey - Supreme Milk Crunchy Almond - SCHOKOLADE UEBER 100 G
1627|Schnittkäse mild|LANDANA JERSEY MILD - Unbranded - Land Gouda Jersey - PRE PACK SCHNITTKAESE BED
1629|Aufstrich-Variation|Deli Genuss Aufstrich Trio 180g - None - Aufstrich Variation - FEINKOST TAPAS SB
1647|Vollkorn-Fischgericht (TK)|Iglo Filegro Vollkorn MSC 240g, 2 Stück - IGLO - Filegro Vollkorn - TK-FISCH FERTIGGERICHTE
1651|Gemüsemischung Pesto (TK)|Iglo Gemüseideen Pesto 400g - IGLO - Gemüse-Ideen Pesto - TK-GEMUESEMISCHUNGEN
1689|Dominosteine Heidelbeere|Dominostein Heidelbeer - SCHULTE - Frühlings Dominosteine - OSTER-SPEZIALITÄTEN
1732|Erdnussbutter ohne Palmöl|ERDNUSSBUTTER O. PALM - ZENTIS - Erdnussbutter Creamy - Erdnussbutter
1777|Pfirsichkompott|Bonne Maman Pfirsichkompott 375g - Bonne Maman - Pfirsisch Kompott - OBSTKONSERVEN GLAS/PACKUNG
1856|Balsamico-Dressing-Gewürz|BALSAMICO DRESSING - JUST SPICES - BALSAMICO DRESSING Mix - GEWÜRZE MISCHUNG STREUER
1874|Karamell-Cookies|Marabou Daim XL Cookies - Marabou - Daim XL cookies - AMERICAN COOKIES
1912|Veganes Hack Bio|Greenforce Bio Veganes Hack 180g - GREENFORCE - Hack (vegan) - Simply V - VEGANE ARTIKEL GEKÜHLT - SB
1924|Ziegenkäse mild|Frico Belle Blanche Ziegenkäse mild 150g - Belle Blanche Ziegenkäse mild - Belle Blanche Ziegenkäse mild - PRE PACK SCHNITTKAESE BED
1970|Veganes Schnitzel Spinat-Käse|veg Schnitz Spin. & Ka - VIVERA - Veganes Filet Spinat & Käse-Alternative - veganer Fleischersatz gekühlt SB
1972|Veganer Fischburger|endori Veggie Burger di Mare vegan 200g - endori - Endori veggie burger di mare - VEGANE ARTIKEL GEKÜHLT - SB
2041|Vegane Mini-Wiener|Greenforce Mini Wiener vegan 180g - GREENFORCE - Wiener Mini (vegan) - VEGANE ARTIKEL GEKÜHLT - SB
2045|BBQ Chicken Wings (TK)|ja! BBQ Chicken Wings pikant gewürzt 750g - Rewe - BBQ Chicken Wings - TK-HAEHNCHENTEILE/CONVENIENCE
2088|Raviolini Ratatouille (TK)|Followfood Bio Rat. Raviolini 400g - followfood - Ratatouille Raviolini - BIO TK FERTIGGERICHTE/SNACKS
2165|Knäckebrot rund|Finn Crisp Original Round Crispbread 250g - Finn Crisp - Finn Crisp Original Round Crispbread - KNÄCKEBROT
2174|Kartoffelauflauf italienisch|Kartoffelaufl. Italienisch 300g - None - Kartoffelauflauf italienischer Art - KARTOFFELSPEZIALITÄT GEKÜHLT-SB
2175|Fruchtquark Maxi|Danone Fruchtzwerge Maxi 400g - FRUCHTZWERGE - Danone FruchtZwerge XXL Erdbeere / Aprikose 4 x 100g - FRUCHTQUARK
2189|Schlemmerfilet Mediterran (TK)|Frosta Schlemmerfilet Tomate Toskana 360g - FRoSTA - Schlemmerfilet Mediterraner Art - TK-FISCH FERTIGGERICHTE
2198|Schokoriegel Brownie|Hanuta Brownie Style 220g, 10 Stück - HANUTA - Hanuta Brownie Style - SCHOKORIEGEL, MULTIS
2206|Kesselchips Gemüse|Kettle Lightly Salted vegetarisch 100g - Kettle Foods - Veg chips - KESSELCHIPS
2216|Proteinriegel Haselnuss-Nougat|Barebells Protein Bar Hazelnut & Nougat 55g - Barebells - Hazelnut & Nougat Vegan Protein Bar - Protein Riegel / Balls E-MwSt
2224|Tagliatelle Wildlachs (TK)|Frosta Tagliatelle Wildlachs MSC 450g - FRoSTA - Tagliatelle Wildlachs 4008366015498 - TK-FERTIGGERICHTE BEUTEL
22232|Samosas (TK)|SAMOSAS - REWE Beste Wahl - Samosas mit Gemüse - TK-SNACKS
2237|Gnocchi Rote Bete|Bürger Gnocchi mit Rote Beete 500g - Bürger - Gnocchi mit Rote Beete - KARTOFFELSPEZIALITÄT GEKÜHLT-SB
2238|Schokoladenhase weiß|Lindt Goldhase weiß 50g - LINDT - Goldhase Weiß - OSTER-FIGUREN HOHL/MASSIV
2240|Salat Country-Mix|Bunduelle Salatmix Country 350g - Bonduelle - Firscher Country-Mix mit Goldmais - SOFORTV. SALATBEUTEL CONV.
2249|Bayerischer Landkäse|Coburger Bayerischer Landkäse 350g - Coburger - Bayerischer Landkaese - WEICHKAESE - SB -
2253|Pastasauce Siciliana|Bertolli Sauce Siciliana 400g - Bertolli - Siciliana - TOMATEN-U.NUDELFERTIGSAUCEN
2260|Cannelloni|Barilla Pasta Nudeln Cannelloni 250g - Barilla - Cannelloni - ITALIENISCHE TEIGWAREN
2267|Chai vegan Karamell-Schoko|VEG.CHAI GES.KARA-SCHO - KRUEGER - Vegan Chai Typ gesalzenes Karamell-Schoko - INSTANT-TEE
2285|Vegane Bami Goreng (TK)|Frosta Veggie Bami Goreng vegan 450g - FRoSTA - Bami goreng - TK-FERTIGGERICHTE BEUTEL
2287|Kartoffel-Crispers (TK)|Mc Cain Bistro Style Riffled 500g - McCain - Crispers - TK-POMMES FRITES/BACK-FRITES
2289|Pastasauce Primavera|Bertolli Primavera 400g - Bertolli - Primavera mit gegrilltem gemüse - TOMATEN-U.NUDELFERTIGSAUCEN
3187|Langkorn- und Wildreis (Express)|Ben's Original Langkorn & Wildreis 220g - BEN'S ORIGINAL - Langkorn und Wildreis - Reis-Express Standbeutel
2314|Schokoladenhase Edelbitter|Lindt Goldhase Edelbitter 50g - LINDT - Goldhase Edelbitter - OSTER-FIGUREN HOHL/MASSIV
2325|Schoko-Cerealien intensiv|Nestle Nesquik Intense Choco Waves 330g - NESTLE - Nesquik Intense Chocolate Waves - CEREALIEN SCHOKO
2342|Kesselchips Meersalz-Essig|Tyrrell's Sea Salt & Cider Vinegar 150g - Tyrrells - Sea salt & cider vinegar - KESSELCHIPS
3207|Käsescheiben Rosmarin|EF ROSMARIN SCHEIBEN - UNGUELTIG - Fol Epi Extra Fines Romarin - NATURKAESE SCHEIBEN - SB -
2361|Scharfe Bolognese|Bernbacher Pastasauce Bolognese Scharf 400g - BERNBACHER - scharfe bolognese - TOMATEN-U.NUDELFERTIGSAUCEN
2364|Whisky-Schokoladenbohnen|Bud Spencer Whiskeybohnen 150g - Piasten - Whisky Schoko-Bohnen - PRALINEN MIT ALKOHOL
2387|Konfitüre Brombeer-Mandel|SAMT BROMBEER MANDELH. - Schwartau - Samt Brombeere - KONFITUEREN/MARMELADEN/GELEES
2422|Schnittkäse|Fol Epi Extra-Cremig 130g - FOL EPI - Fol Epi, Mild Aromatisch Mit Rahm Verfeinert - NATURKAESE SCHEIBEN - SB -
2423|Ravioli Käse Bio|Hilcona Bio Ravioli 4 Formaggi vegetarisch 250g - Hilcona Deutschland Bio - Ravioli Käse - FRISCHNUDELN - SB -
2426|Knäckebrot Flammkuchen|Dr. Karg Knäcke Flammkuchen - DR KARG'S - Flamm-Kuchen - KNÄCKEBROT
2442|Mini-Wiener|ja! Mini Wiener Würstchen 2x160g - Ja! - Mini Wiener Würstchen - BRUEHWURST KUEHLBED.-SB
2486|Schoko-Oblaten|Wetzel Oblaten Schokocreme 150g - WETZEL - Schoko-Creme Oblaten - Biskuit-/Eiergebäck
2499|Thunfisch|DY THUNFISCH 2-FA - SAUPIQUET - Heringsfilet,Gourmet-Paprka - THUNFISCH
2517|Gemüsepfanne Bauern Art (TK)|iglo Gemüseideen Bauern Art - IGLO - Gemüse-Ideen Bauernpfanne mit Speck - TK-GEMUESEMISCHUNGEN
2539|Parmaschinken|Citterio Prosciutto di Parma 70g - Citterio - Parma Rohschinken - ROHER SCHINKEN -SB- KUEHLBED.
2563|Mandelspekulatius|Bahlsen Feinster Spekulatius Mandel 200g - Bahlsen - Mandel-Spekulatius - SPEKULATIUS
2758|Schokolade Salted Peanuts Bio vegan|Nucao Bio Salted Peanuts 60g - nucao - Salted Peanuts - SPEZIALI./KANDIERTE SCHOKO/PUF
2630|Pralinen Karamell dunkel|Ferrero Küsschen Dark Crunchy Caramel 182g - FERRERO KUESSCHEN - Ferrero Küsschen Dark Crunchy Caramel - MONOPRALINEN
2638|Hafer-Porridge Nuss|Koelln Nuss Hafer Porridge 375g - Kölln - Cremig-zartes Hafer-Porridge Nuss - HAFERFLOCKEN
2670|Penne Rigate|De Cecco Penne Rigate 500g - DE CECCO - Nudeln Penne rigate nº 41 - ITALIENISCHE TEIGWAREN
2699|Vegane Bratwurst Krakauer-Art|Bilie Green Bratwurst Krakauer-Style vegan 180g - Billie Green - Bratwurst Krakauer Style - veganer Fleischersatz gekühlt SB
2732|Streichwurst Gartenkräuter Bio|BIO POM.GARTENKRAEUTER - RUEGENWALDER - Pommersche Gartenkräuter - KOCHWURST - SB -KUEHLBED.
2738|Käsescheiben zart-nussig|Leerdammer Feine Scheiben zart-nussig 110g - LEERDAMMER - Feine Scheibe zart-nussig - NATURKAESE SCHEIBEN - SB -
2741|Vegane Snackbällchen Ratatouille|Greenforce Ratatouille Snackbällchen vegan 165g - GREENFORCE - Vegane gefüllte Snackbällchen - VEGANE ARTIKEL GEKÜHLT - SB
2755|Käsescheiben Pesto|Fol Epi Scheiben á la Pesto 110g - FOL EPI - Fol Epi a la Pesto - NATURKAESE SCHEIBEN - SB -
2759|Vegane Käsescheiben mild|Simply V Veggie Scheiben 150g - Simply V - Charakter mit Mandelöl - VEGANE ARTIKEL GEKÜHLT - SB
2762|Maronencreme|Bonne Maman Maronen-Creme 370g - Bonne Maman - Maronen-Crème - NUSS-SCHOKO-CREME
2767|Veganer Mozzarella|Gratinello Mozz.-Style - MONDARELLA - Mozzarella vegan - veganer Käseersatz gekühlt SB
2776|Dinkel-Mie-Nudeln Bio|BIO DINKEL MIENUDELN - MISTER MIE - Die Bio Dinkel Mienudeln - INT.TEIGWAREN / GLAS-,REISNUDE
3233|Brot Dinkel-Roggen|Lieken Urkorn Lieblingsbrot Dinkel Roggen 400g - Lieken Urkorn - Lieken Urkorn Lieblingsbrot Dinkel Roggen - Mischbrot geschnitten SB
2784|Kartoffeltaler Lauchzwiebel|KARTOFFELTALER LAUCHZW - Henglein - Frische Kartoffeltaler - KARTOFFELSPEZIALITÄT GEKÜHLT-SB
2794|Weiße Schokolade Haselnuss vegan|WHITE CHRUNCHYHASELNUT - NUCAO - White Crunchy Hazelnut - SCHOKOLADE BIS 100 G
2814|Blockschokolade Zartbitter|Wawi Blockschokolade Zartbitter 200g - WAWI - Blockschokolade - KUVERTUER., BLOCKSCHOKO., GLAS
2858|Pralinen Nuss|Ferrero Küsschen + 2 gratis  195,8g - FERRERO KUESSCHEN - Ferrero Küsschen - MONOPRALINEN
2877|Vegetarische Klößchen|Garden Gourmet Vegetarische Klösschen 200g - GARDEN GOURMET - Vegetarische Klösschen - VEGETARISCHE FEINKOST - SB
2883|Salat Vegano|ja! Frische Salatschale Vegano vegan 300g - Ja! - Frische Salatschale vegano - SOFORTV. SALATSCHALE/-BOX CONV.
2899|Ciabatta Walnuss|Ciabatta mit Walnüssen 310g - Käfer - Ciabatta Walnuss - CIABATTA SPEZIALITÄTEN BAKE OFF
2901|Schokolade Mild Classic vegan|VEGAN MILD CLASSIC - RITTER SPORT - Mild Classic - SCHOKOLADE BIS 100 G
2913|Jackfruit Curry Bio|Lotao Jackpot Curry 55g - None - Jackpot curry - BIO INSTANT / FERTIGGERICHTE
2914|Veganes Gyros Bio|Veganes Bio Gyros - TRESS - Vegan Snack Gyros - vegane Produkte Sonstige gek.SB
2917|Milchkuchen Schwarzwälder Kirsch|Milka Tender à la Schwarzwälder Kirsch 5x37g - MILKA - Milka Tender á La Schwarzwälder Kirsch 5er - HALTBARE KUCHEN/TEILCHEN SB
2952|Schokoriegel Kokos Mini|Bounty Minis - BOUNTY - Bounty Minis - SCHOKORIEGEL, MINIS
2961|Mini-Pizza Spinat-Hirtenkäse|Dr. Oetker Intermezzo Spinat mit Hirtenkäse 180g - Dr. Oetker - Intermezzo Spinat mit Hirtenkäse - TK-BAGUETTES
2976|Schokoladenkuchen|Milka Küchlein Choc&Choc 175g - MILKA - Milka Choc & Choc - Haltbare Kuchen/Teilchen SB
2991|Schokoladeneier Haselnuss vegan|Hands off my Chocolate Easter Eggs Hazelnut vegan 100g - Hands off my Chocolate - Easter crunchy hazelnut eggs - OSTER-SPEZIALITÄTEN
3024|Lebkuchen Oblaten|Weiss Meisterklasse Oblaten 2f- - None - Lebkuchen Meisterklasse - LEBKUCHEN
3034|Kekse Erdnuss-Karamell|Leibniz Knusper Snack Karamellisierte Erdnüsse 175g - Leibniz - Erdnuss Knusper - BUTTERKEKS-/KEKS
3061|Milchreis Zimt|Ben's Original Milchreis Zimt 220g - UNCLE BEN'S - Milchreis Zimt - REIS-SPEZIALITAETEN
3065|Reis Risi Bisi (Express)|Ben's Original Risi Bisi 220g - BEN'S ORIGINAL - Express-Reis - Risi Bisi - Reis-Express Standbeutel
3077|Spaghettoni al Bronzo|Barilla Spaghettoni Al Bronzo 400g - Barilla - Spaghettoni - ITALIENISCHE TEIGWAREN
3080|Haselnusspralinen|Giotto 9x12,9g - GIOTTO - Giotto - PRALINENAEHNLICHE PRODUKTE
3094|Rooibostee pur|Meßmer Rooibos 40g, 20 Beutel - MEßMER - Rooibos Tee pur - KRAEUTER-/FRUECHTE-TEE BEUTEL
3101|Erdnussmus pur|Ültje pur Erdnussmus 225g - Ültje - Erdnussmus - NUSS-SCHOKO-CREME
3119|Haselnussglasur|Dr. Oetker Haselnuss Glasur 150g - Dr. Oetker - Haselnuss Glasur mit Waffel Crisp - KUVERTUER., BLOCKSCHOKO., GLAS
3137|Nuss-Cranberry-Mix|SNACK TO GO MA.-CRANB. - SEEBERGER - Snack2go Mandel-Cranberry-Mix ungesalzen - KERNE/NÜSSE (IND. VERP.)
3154|Milchreis Klassik|Ben's Original Milchreis Klassik 220g - UNCLE BEN'S - Express-Reis - Milchreis Klassik - REIS-SPEZIALITAETEN
3155|Sahnepudding Vanille|Danone Dany Sahne Vanille 4x115g - Danone - Danone Dany Sahne Vanille 4 x 115g - PUDDING/MILCHREIS
3241|Haselnusskrokant|Dr. Oetker Haselnuss-Krokant 100g - Dr. Oetker - Haselnuss Krokant - BACKDEKOR
3156|Schokoladenosterhase Erdbeer|Ferrero Yogurette Osterhase Strawberry 75g - HOHLFIGUREN YOGURETTE - Yogurette Osterhase - Yoghurt-Strawberry-Style - OSTER-FIGUREN HOHL/MASSIV
3160|Krautsalat mit Paprika|ja! Krautsalat mit grüner Paprika 1kg - Ja! - Krautsalat - FERTIGSALATE (+DESSERT) - SB -
3170|Vollmilchschokolade Goldschatz|Ritter Sport Goldschatz 250g - RITTER SPORT - Ritter Sport Goldschatz - SCHOKOLADE UEBER 100 G
3194|Spekulatius-Creme|REWE Feine Welt Spekulatius-Glück Spekulatiuscreme 200g - REWE Feine Welt - Spekulatius Creme - NUSS-SCHOKO-CREME
3196|Schichtnougat-Eier (Ostern)|REWE Beste Wahl Schichtnougat Eier 105g - REWE Beste Wahl - Schichtnougat Eier - OSTEREIER
3198|Express-Reis Mexikanisch scharf|Ben's Original Express Reis mexikanisch scharf 250g - UNCLE BEN'S - Express-Reis - Mexikanisch Scharf - REIS-EXPRESS STANDBEUTEL
3219|Fruchtquark Saison|CR.-FEINE SAISON 3,5% - EXQUISA - Dijon Originale - FRUCHTQUARK
3246|Chili-Cheese-Nuggets (TK)|ja! Chili-Cheese Nuggets 250g - Ja! - Chili-Cheese Nuggets - TK-SNACKS
3263|Frischkäse Meerrettich|FK MEERRETTICH - BRESSO - Bresso Kren / Meerrettich - FRISCHKAESE - SB -
3297|Fruchtjoghurt Ingwer Bio|BIO JOG INGWER 3,7% - MW ANDECHSER - Sommer Traum Bio-Joghurt Ingwer - FRUCHTJOGHURT MEHRWEG
3292|Hummus Getrocknete Tomaten|Deli Genuss Hummus Getrocknete Tomaten 200g - Deli Genuss - Hummus Getrocknete Tomaten - FEINKOST TAPAS SB
3284|Vegane Pizza Diavola (TK)|REWE Beste Wahl Vegane Pizza Diavolo vegan 380g - REWE Beste Wahl - Pizza Diavola vegan - TK-PIZZA 1ER/FLAMMKUCHEN/QUICHE
43299|Salami-Snack Mini|Breu Salami Mini Herzchen 50g - Breu - Salami-Snack - Mini-Herzchen - ROH-/DAUERWURST - PP
